       10.000000000000000
        6.995769800000000
        1.000000000000000
 F
   0.000000000000000E+000
          32
     1000.000000000000000
        9.810000000000000
        8.576611534610061
       85.623423238935770
       13.752378447995730
       10.532876545414710   0.000000000000000E+000       -8.576611534610061
       10.529737634988980   4.977063518570652E-001        5.440510994871449
       10.520379235889810   3.269266664346132E-002   1.412562126710055E-001
       10.504974002038030   2.277412048806257E-003   1.289462549115617E-003
       10.483802069715260   1.823546145762189E-004  -7.263490854776827E-005
       10.457240261198140   1.608692494941069E-005  -2.218720281421159E-006
       10.425748151027750   1.509106602959331E-006   7.261664540372156E-008
       10.389851991270190   1.476150277360255E-007   4.846473207316402E-009
       10.350127553484790   1.488660233972539E-008  -4.582495593081129E-011
       10.307182898186540   1.536703715665499E-009  -1.008796863506080E-011
       10.261641949537490   1.615769185114857E-010  -9.273026042859615E-014
       10.214129564344380   1.724645426470772E-011   1.933297883635239E-014
       10.165258572026620   1.862565657262394E-012   7.957908970905922E-016
       10.115619053672200   2.028932577502474E-013  -2.482581935560429E-016
       10.065769943774060   2.181588243388433E-014  -1.418335985472403E-017
       10.016232889498250   4.503342143635791E-015   7.726861280529302E-017
        9.967488193591379  -1.665334536937735E-016   3.528439226443788E-017
        9.919972596773965  -3.538835890992686E-016   4.187907151175282E-017
        9.874078618545695  -7.216449660063518E-016  -3.729251526221370E-017
        9.830155164873958   1.054711873393899E-015  -1.646244537310636E-017
        9.788509120070351  -3.885780586188048E-016   1.221464646304002E-016
        9.749407661732324  -5.620504062164855E-016  -1.263857590830789E-016
        9.713081066494340  -1.498801083243961E-015   2.909494509790904E-017
        9.679725806307419   2.740863092043355E-016   4.732316467392820E-018
        9.649507767055535  -5.551115123125783E-017  -3.230366332486743E-018
        9.622565451554395  -1.804112415015879E-016  -3.318261118717219E-017
        9.599013056207493   3.885780586188048E-016   6.220021646749783E-017
        9.578943334267120   4.891920202254596E-016  -2.687646383513725E-017
        9.562430178641364   5.551115123125783E-017  -7.229461356240307E-018
        9.549530873662516   2.983724378680108E-016   2.671029868531022E-017
        9.540287978523349  -3.885780586188048E-016  -4.246107437286582E-017
        9.534730815631603  -1.457167719820518E-016   4.684166354373056E-017
        9.532876545414711  -8.326672684688674E-017  -2.010459764478018E-017
